MSA,Egyptian,lang
 في يوم مشمس جميل، قرر أحمد استغلال إجازته والذهاب في رحلة إلى الشاطئ. استمتع بإجازتك، قالت له أمه وهي تودعه. على الشاطئ، قام ببناء قلعة رملية عظيمة وشارك في مباراة كرة طائرة. عاد إلى المنزل مع شعور بالسعادة والاسترخاء الذي طال انتظاره. , في يوم حلو والشمس طالعة، أحمد قرر يستغل إجازته ويروح على البحر. استمتع بإجازتك، كده قالتله أمه وهي بتودعه. على البحر، عمل قلعة رمل كبيرة ولعب كورة طايرة مع الناس هناك. رجع البيت مبسوط ومرتاح البال اللي كان مستنيه. ,Egyptian
 كان هناك رجل يبحث عن شاش ليصلح خيمته. فذهب إلى السوق ليجد بائعاً متخصصاً. وجد الرجل الشاش المناسب وبسعر جيد. فاشتراه وعاد ليصلح الخيمة بنفسه. , كان فيه واحد عايز يشتري شوية شاش علشان يصلح خيمته. راح السوق ودور على حد يبيعه. لقى الشاش اللي كان محتاجه وكمان بسعر حلو. اشتراه ورجع صلح الخيمة بإيده. ,Egyptian
 كان هناك رجل جائع جداً، فقرر أن يطلب بطاطس مشوية من مطعمه المفضل. وعندما وصلت البطاطس، وجدها مغطاة بقشدة حامضة شهية. استمتع بكل قضمة، وشعر بالرضا التام. ومنذ ذلك الحين، أصبحت البطاطس المشوية وجبته المفضلة. , كان فيه واحد جعان قوي، فقرر يطلب بطاطس في الفرن من المطعم اللي بيحبه. ولما البطاطس جتله، لقاها متغطية بالقشطة الحامضة الطعيمة. استمتع بكل لقمة، وحس براحة كبيرة. ومن ساعتها، بقت البطاطس المشوية أكلته المفضلة. ,Egyptian
 كان هناك رجل ينظر إلى ساعته كل عشر دقائق بقلق شديد. كان ينتظر مقابلة مهمة ستغير مجرى حياته. مع مرور الوقت، بدأ يشعر بالتوتر والقلق يزداد. وأخيراً، وصل الشخص المنتظر وابتسم الرجل بارتياح. , كان فيه واحد بيبص لساعته كل عشر دقايق وهو قلقان أوي. كان مستني مقابلة شغل مهمة جداً هتغير حياته. الوقت كان بيعدي وهو بيحس بالتوتر بيزيد. وأخيراً، الشخص اللي كان مستنيه جه والراجل ابتسم من الفرح. ,Egyptian
" وصل الشاب إلى الكافيتيريا جائعاً، وطلب من النادل: ""واحد هامبرجر وواحد شيز برجر، من فضلك"". وبينما كان ينتظر، شاركه صديق قديم الطاولة وتبادلا الأحاديث. ضحكا ملء الصدر وتناولا الطعام معاً بسعادة، فالطعام يجمع الأصدقاء دائماً. "," الواد دخل الكافيه وهو جعان جداً، وقال للجرسون: ""عايز واحد هامبرجر وواحد شيز برجر، لو سمحت"". وهو قاعد مستني، واحد صاحبه من زمان قعد معاه ع الطرابيزة واتسامروا. ضحكوا من قلبهم وأكلوا مع بعض وفرحانين، لأن الأكل دايمًا بيقرب الصحاب. ",Egyptian
" جاء أحمد إلى الاستوديو مبكرًا ليطور صور الفيلم. سأله المدير: ""كم تتقاضى لتطبيق صور الفيلم؟"" فأجاب أحمد بثقة: ""أتقاضى مائة دولار لكل ساعة عمل."" وافق المدير على الفور وأشاد بمهارة أحمد. "," أحمد راح للاستوديو بدري علشان يظبط صور الفيلم. المدير سأله: ""بتاخد كام علشان تظبط صور الفيلم؟"" أحمد قاله بثقة: ""باخد مية دولار لكل ساعة شغل."" المدير وافق على طول ومدح شغل أحمد. ",Egyptian
 كلا منا يريد أن يحاسب على وجبته. في يوم من الأيام، قررت مجموعة من الأصدقاء الذهاب إلى مطعم فاخر. بعد الانتهاء من تناول الطعام، أصر كل منهم على دفع الفاتورة. تطور الأمر إلى موقف محرج حيث تسابق الجميع لإخراج محافظهم. , كل واحد فينا عايز يحاسب على أكلته. في يوم من الأيام، قررت مجموعة صحاب يروحوا مطعم شيك. بعد ما خلصوا أكل، كل واحد فيهم إصر يدفع الحساب. والموقف اتحول لموقف محرج وكلهم دخلوا في سباق يطلعوا المحافظ بتاعتهم. ,Egyptian
 استيقظ أحمد مبكراً ليدفع الفاتورة كما وعد. وجد الشوارع خالية والجو بارداً. دخل المحل وسلم النقود للبائع بابتسامة. شعر بالرضا لأنه أوفى بوعده. , أحمد صحي بدري عشان يروح يدفع الفاتورة زي ما قال. لاقى الشوارع فاضية والجو برد. دخل المحل وادى الفلوس للبياع وهو مبتسم. حس براحة لأنه وفى بوعده. ,Egyptian
" كان أحمد ينوي الذهاب إلى السوق لشراء بعض الحاجيات. صادف في طريقه جاره محمد، فاقترح عليه محمد الذهاب معًا. وافق أحمد على الفكرة مبتسمًا، وقال ""إني ذاهب إلى هناك، أيضا. ما رأيك أن نأخذ سيارة أجرة معًا؟"". فتشاركا الرحلة وتبادلا الأحاديث الشيقة طوال الطريق. "," كان أحمد رايح يشتري حاجات من السوق. وهو في الطريق لقى جاره محمد، فمحمد قاله يروحوا مع بعض. أحمد ابتسم ووافق، وقاله ""أنا كمان رايح هناك. تحب ناخد تاكسي سوا؟"". وعلشان كده، راحوا مع بعض وطول الطريق كانوا بيتكلموا ويضحكوا. ",Egyptian
" جاء خالد إلى منزل صديقه أحمد وتلقى ترحيبًا حارًا. ""تفضل كرسي وخذ راحتك. هل أتي لك بشيء لتشربه؟ قهوة، شاي أم صودا؟"" قال أحمد بابتسامة. اختار خالد قهوة فاخرة وجلسا يتحدثان عن ذكريات الطفولة. انتهى اليوم بشعور عميق من الصداقة والألفة. "," جه خالد لبيت صاحبه أحمد واستقبله استقبال حار. ""اتفضل اقعد على الكرسي وارتاح. عايز لك حاجة تشربها؟ قهوة، شاي ولا سوفت؟"" قال أحمد وهو مبتسم. خالد اختار قهوة من النوع الكويس وقعدوا يتكلموا عن أيام الطفولة. خلص اليوم وهما حاسين بصحوبية ودفا. ",Egyptian
" في يوم مشمس، قال الطفل لوالدته: ""أنه شيء رائع منك أن تقولي ذلك"". فابتسمت الأم بحنان وعانقته بقوة. شعر الطفل بالسعادة والأمان في أحضان أمه. ومنذ ذلك اليوم، وعدا نفسيهما أن يشاركا مشاعرهما الإيجابية دائمًا. "," في يوم مشمس، الواد قال لأمه: ""إن ده حاجة حلوة أوي منك إنك تقولي كده"". الأم ابتسمت بحنية وحضنته جامد. الواد حس بالفرحة والأمان في حضن أمه. ومن ساعتها، وعدوا نفسهم إنهم دايمًا يشاركوا المشاعر الحلوة مع بعض. ",Egyptian
 المكان كان على كرسي في البهو. وجدت سيدة حقيبة جلدية متروكة خلف الكرسي. نادت الحارس ليتحرى عن صاحب الحقيبة. بعد ساعات، جاء رجل مسرعاً يبحث عن حقيبته المفقودة وشكر الجميع على أمانتهم. , المكان كان على كرسي في البهو. واحدة ست لاقت شنطة جلد سايبة ورا الكرسي. صوتت للأمين يشوف مين صاحب الشنطة دي. وبعد شوية، جه واحد جري على هنا علشان يدور على شنطته اللي اتخانق وقال شكراً لكل اللي ساعدوه. ,Egyptian
 في مطعم راقي، طلب أحمد طبق لحم بقري مشوي. وبينما هو ينتظر، شعر بعبق البهارات المنبعث من المطبخ. جاء النادل حاملاً الطبق المُعد بعناية، وعندما تذوق أحمد اللحم، أغمض عينيه مستمتعاً بالنكهة الرائعة. ترك أحمد بقشيشاً سخياً شاكراً الطاهي على مهارته الفائقة. , في مطعم شيك، أحمد طلب طبق لحمة بقري مشوية. وهو قاعد مستني، حس بريحة البهارات الجامدة جاية من المطبخ. الجرسون جه جايب الطبق المتظبط، ولما أحمد داق اللحمة، قفل عينيه مبسوط بالطعم الحلو. أحمد ساب بقشيش كويس حباً في الشيف على صنعته العالية. ,Egyptian
" كان الجميع في البيت يستعدون لقدوم الضيوف. قامت الأم بطهي الأطباق الشهية والحلويات، بينما كان الأب يزين الصالون. سألت الجدة بفضول: ""ستكون المائدة جاهزة؟"" فأجاب الجميع بصوت واحد: ""نعم، ستكون جاهزة في الوقت المحدد"". "," كل الناس في البيت كانوا بيستعدوا لما الضيوف يجوا. الأم طبخت أكلات حلوة وجاتوهات، والأب كان بيزين الصالة. الجدة سألت بفضول: ""هتبقى المائدة جاهزة؟"" الكل ردوا سوا: ""أيوه، هتبقى جاهزة في المعاد"". ",Egyptian
