MSA,Lebanese,lang
" وصل الشاب المسافر إلى المحطة متأخرًا، ولم يعرف إن كان قد اختار الرصيف الصحيح. سأل أحد المارة: ""هل هذا هو الرصيف الصحيح لنيويورك؟"" فأجابه الرجل مبتسمًا وأشار إلى القطار الذي كان يستعد للانطلاق. شعر الشاب بالارتياح وصعد القطار في اللحظة الأخيرة، متجهًا نحو مغامرته الجديدة في نيويورك. "," وصل الشاب يللي كان مسافر عالمحطة متأخر، وما كان عارف إذا هيدا الرصيف الصح لنيويورك أو لا. سأل واحد من العالم: ""إنو هيدا هو الرصيف الصح لنيويورك؟"" الزلمة ضحك وقال له أي وأشرله عالقطار يللي كان عم يستعد يطلع. الشاب ارتاح وطلع عالقطار بآخر لحظة، رايح على مغامرتو الجديدة بنيويورك. ",Lebanese
 في يوم مشمس جميل، قرر أحمد استغلال إجازته والذهاب في رحلة إلى الشاطئ. استمتع بإجازتك، قالت له أمه وهي تودعه. على الشاطئ، قام ببناء قلعة رملية عظيمة وشارك في مباراة كرة طائرة. عاد إلى المنزل مع شعور بالسعادة والاسترخاء الذي طال انتظاره. , بيوم مشمس حلو، أحمد قرر يستفيد من إجازتو ويروح عالشط. استمتع بإجازتك، هيك قالتلو إمو وهيي عم توادعو. عالشط، بنى قلعة رملية كبيرة وشارك بمباراة كرة طائرة. رجع عالبيت مع إحساس بالفرح والاسترخاء يلي كان مشتاقلو. ,Lebanese
 كان هناك رجل يبحث عن شاش ليصلح خيمته. فذهب إلى السوق ليجد بائعاً متخصصاً. وجد الرجل الشاش المناسب وبسعر جيد. فاشتراه وعاد ليصلح الخيمة بنفسه. , في واحد كان عم يدور على شاش ليصلح خيمتو. راح عالسوق يلاقي حدا يبيعو. لقى الشاش يللي بدو ياه وبسعر منيح. اشتراه ورجع يصلح الخيمة بإيدو. ,Lebanese
 كان هناك رجل جائع جداً، فقرر أن يطلب بطاطس مشوية من مطعمه المفضل. وعندما وصلت البطاطس، وجدها مغطاة بقشدة حامضة شهية. استمتع بكل قضمة، وشعر بالرضا التام. ومنذ ذلك الحين، أصبحت البطاطس المشوية وجبته المفضلة. , كان في واحد جوعان كتير، قرر يطلب بطاطا مشوية من مطعمه المفضل. ولما وصلتلو البطاطا، لقاها مغطاة بقشطة حامضة طيبة. استمتع بكل لقمة، وحس براحة كبيرة. ومن بعد هيديك النهار، صارت البطاطا المشوية أكلتو المفضلة. ,Lebanese
 كان هناك رجل ينظر إلى ساعته كل عشر دقائق بقلق شديد. كان ينتظر مقابلة مهمة ستغير مجرى حياته. مع مرور الوقت، بدأ يشعر بالتوتر والقلق يزداد. وأخيراً، وصل الشخص المنتظر وابتسم الرجل بارتياح. , في واحد كان عم يطلع على ساعتو كل عشر دقائق وقلقان كتير. كان عم ينطر مقابلة مهمة رح تغير حياتو. مع الوقت، صار يحس بالتوتر والقلق عم بيزيد. وأخيراً، وصل الشخص يللي كان عم ينطرو والرجال ابتسم براحة. ,Lebanese
" وصل الشاب إلى الكافيتيريا جائعاً، وطلب من النادل: ""واحد هامبرجر وواحد شيز برجر، من فضلك"". وبينما كان ينتظر، شاركه صديق قديم الطاولة وتبادلا الأحاديث. ضحكا ملء الصدر وتناولا الطعام معاً بسعادة، فالطعام يجمع الأصدقاء دائماً. "," الشاب وصل عالكافتيريا وكان ميت من الجوع، وطلب من الجرسون: ""بدي واحد هامبرجر وواحد شيز برجر، لو سمحت"". وهوي عم ينطر، صار يحكي مع صاحبو القديم يلي اجا وقعد معو عالطاولة. ضحكوا من كل قلبن وأكلوا سوا وكانوا كتير مبسوطين، لأن الأكل بجمع الأصحاب دايمًا. ",Lebanese
" جاء أحمد إلى الاستوديو مبكرًا ليطور صور الفيلم. سأله المدير: ""كم تتقاضى لتطبيق صور الفيلم؟"" فأجاب أحمد بثقة: ""أتقاضى مائة دولار لكل ساعة عمل."" وافق المدير على الفور وأشاد بمهارة أحمد. "," أحمد راح عالاستوديو بكير ليعدل صور الفيلم. المدير سألو: ""قديش عم تاخد لتعدل صور الفيلم؟"" أحمد جاوب بثقة: ""عم بأخد مية دولار لكل ساعة شغل."" المدير وافق عالفور ومدح مهارات أحمد. ",Lebanese
 كلا منا يريد أن يحاسب على وجبته. في يوم من الأيام، قررت مجموعة من الأصدقاء الذهاب إلى مطعم فاخر. بعد الانتهاء من تناول الطعام، أصر كل منهم على دفع الفاتورة. تطور الأمر إلى موقف محرج حيث تسابق الجميع لإخراج محافظهم. , كل واحد منا بدو يحاسب على وجبتو. بيوم من الأيام، قررت مجموعة من الرفقا يروحوا ع مطعم فخم. بعد ما خلصوا ياكلوا، كل واحد منهم إصر يدفع الفاتورة. تحول الموضوع لموقف محرج والكل صار يتسابق ليطلع محفظتو. ,Lebanese
 استيقظ أحمد مبكراً ليدفع الفاتورة كما وعد. وجد الشوارع خالية والجو بارداً. دخل المحل وسلم النقود للبائع بابتسامة. شعر بالرضا لأنه أوفى بوعده. , أحمد فاق بكير ليدفع الفاتورة متل ما وعد. لقى الشوارع فاضية والجو بارد. دخل عالمحل وعطى المصاري للبيّاع مبتسم. حس بالرضا لأنو حقق وعدو. ,Lebanese
" كان أحمد ينوي الذهاب إلى السوق لشراء بعض الحاجيات. صادف في طريقه جاره محمد، فاقترح عليه محمد الذهاب معًا. وافق أحمد على الفكرة مبتسمًا، وقال ""إني ذاهب إلى هناك، أيضا. ما رأيك أن نأخذ سيارة أجرة معًا؟"". فتشاركا الرحلة وتبادلا الأحاديث الشيقة طوال الطريق. "," كان أحمد عم يروح عالسوق ليشتري شوية غراض. بالطريق صادف جاره محمد، ومحمد اقترح يروحوا سوا. أحمد ابتسم ووافق، وقال ""أنا كمان عم روح هنيك. شو رأيك ناخد تاكسي مع بعض؟"". وهيك سافروا سوا وقضوا وقت حلو بالحكي طول الطريق. ",Lebanese
" جاء خالد إلى منزل صديقه أحمد وتلقى ترحيبًا حارًا. ""تفضل كرسي وخذ راحتك. هل أتي لك بشيء لتشربه؟ قهوة، شاي أم صودا؟"" قال أحمد بابتسامة. اختار خالد قهوة فاخرة وجلسا يتحدثان عن ذكريات الطفولة. انتهى اليوم بشعور عميق من الصداقة والألفة. "," جا خالد على بيت صاحبه أحمد وإستقبله بترحاب كبير. ""تفضل ع الكرسي وخود راحتك. بدك شي نجيبلك تشربو؟ قهوة، شاي ولا سودا؟"" قال أحمد وهوي مبتسم. اختار خالد قهوة ممتازة وقعدوا يحكوا عن ذكريات الصغر. خلص النهار وهني حاسين بصداقة ومحبة. ",Lebanese
" في يوم مشمس، قال الطفل لوالدته: ""أنه شيء رائع منك أن تقولي ذلك"". فابتسمت الأم بحنان وعانقته بقوة. شعر الطفل بالسعادة والأمان في أحضان أمه. ومنذ ذلك اليوم، وعدا نفسيهما أن يشاركا مشاعرهما الإيجابية دائمًا. "," بيوم مشمس، الولد قلل إمو: ""هيدا شي حلو كتير منك تقولي هيك"". الإم ابتسمت بحنية وضمتو كتير. الولد حس بالفرح والأمان بحضن إمو. ومن هاليوم، وعدوا حالهن يشاركوا دايمًا بالمشاعر الحلوة. ",Lebanese
 المكان كان على كرسي في البهو. وجدت سيدة حقيبة جلدية متروكة خلف الكرسي. نادت الحارس ليتحرى عن صاحب الحقيبة. بعد ساعات، جاء رجل مسرعاً يبحث عن حقيبته المفقودة وشكر الجميع على أمانتهم. , المكان كان على كرسي بالبهو. وحدة ست لقت شنطة جلد متروكة ورا الكرسي. نادت عالحارس يدور ع صاحب الشنطة. بعد شي ساعات، إجا رجال مستعجل يدور ع شنطتو يلي ضاعت وشكر الكل ع أمانتن. ,Lebanese
 في مطعم راقي، طلب أحمد طبق لحم بقري مشوي. وبينما هو ينتظر، شعر بعبق البهارات المنبعث من المطبخ. جاء النادل حاملاً الطبق المُعد بعناية، وعندما تذوق أحمد اللحم، أغمض عينيه مستمتعاً بالنكهة الرائعة. ترك أحمد بقشيشاً سخياً شاكراً الطاهي على مهارته الفائقة. , بمطعم فخم، طلب أحمد طبق لحم بقر مشوي. وهوي عم ينطر، حس بريحة البهارات الطيبة يللي عم تطلع من المطبخ. الجرسون جاب الطبق يللي تم تحضيره بدقة، ولما ذاق أحمد اللحم، سكر عيونه مستمتع بالطعمة الرائعة. ترك أحمد بخشيش كريم ممنون الشيف على فنونه العالية. ,Lebanese
" كان الجميع في البيت يستعدون لقدوم الضيوف. قامت الأم بطهي الأطباق الشهية والحلويات، بينما كان الأب يزين الصالون. سألت الجدة بفضول: ""ستكون المائدة جاهزة؟"" فأجاب الجميع بصوت واحد: ""نعم، ستكون جاهزة في الوقت المحدد"". "," كانت العيلة كلها عم تستعد لاستقبال الضيوف. الإم طبخت أكلات طيبة وحلويات، والأب كان عم يزين الصالون. الجدة سألت بفضول: ""رح تكون المائدة جاهزة؟"" الكل ردوا مع بعض: ""إيه، رح تكون جاهزة بالوقت المطلوب"". ",Lebanese
