MSA,Saudi,lang
 في يوم مشمس جميل، قرر أحمد استغلال إجازته والذهاب في رحلة إلى الشاطئ. استمتع بإجازتك، قالت له أمه وهي تودعه. على الشاطئ، قام ببناء قلعة رملية عظيمة وشارك في مباراة كرة طائرة. عاد إلى المنزل مع شعور بالسعادة والاسترخاء الذي طال انتظاره. , في يوم مشمس زين، أحمد قرر يستغل إجازته ويروح للشاطئ. استمتع بإجازتك، قالت له أمه وهي تودعه. على الشاطئ، سوا قلعة رملية كبيرة وشارك في مباراة الكرة الطائرة. رجع للبيت مع شعور بالسعادة والراحة اللي كان ينتظرها. ,Saudi
 كان هناك رجل يبحث عن شاش ليصلح خيمته. فذهب إلى السوق ليجد بائعاً متخصصاً. وجد الرجل الشاش المناسب وبسعر جيد. فاشتراه وعاد ليصلح الخيمة بنفسه. , كان فيه رجال يبغى يشتري شوية شاش عشان يصلح خيمته. راح للسوق يدور على بائع مختص. لقى الشاش اللي يبغاه وبسعر زين. اشتراه ورجع يصلح الخيمة بيده. ,Saudi
 كان هناك رجل جائع جداً، فقرر أن يطلب بطاطس مشوية من مطعمه المفضل. وعندما وصلت البطاطس، وجدها مغطاة بقشدة حامضة شهية. استمتع بكل قضمة، وشعر بالرضا التام. ومنذ ذلك الحين، أصبحت البطاطس المشوية وجبته المفضلة. , كان فيه واحد جوعان مرة، قرر يطلب بطاطس مشوية من المطعم اللي يحبه. ويوم جاته البطاطس، لقاها مغطاة بقشدة حامضة لذيذة. استمتع بكل لقمة، وحس برضا كامل. ومن بعد هذاك اليوم، صارت البطاطس المشوية أكلته المفضلة. ,Saudi
 كان هناك رجل ينظر إلى ساعته كل عشر دقائق بقلق شديد. كان ينتظر مقابلة مهمة ستغير مجرى حياته. مع مرور الوقت، بدأ يشعر بالتوتر والقلق يزداد. وأخيراً، وصل الشخص المنتظر وابتسم الرجل بارتياح. , كان فيه رجال يطالع في ساعته كل عشر دقائق وهو متوتر جداً. كان ينتظر مقابلة وظيفية مهمة راح تغير حياته. مع مرور الوقت، بدا التوتر والقلق يزيد عنده. وأخيراً، وصل الشخص اللي كان ينتظره والرجال ابتسم مرتاح. ,Saudi
" وصل الشاب إلى الكافيتيريا جائعاً، وطلب من النادل: ""واحد هامبرجر وواحد شيز برجر، من فضلك"". وبينما كان ينتظر، شاركه صديق قديم الطاولة وتبادلا الأحاديث. ضحكا ملء الصدر وتناولا الطعام معاً بسعادة، فالطعام يجمع الأصدقاء دائماً. "," الشاب دخل المطعم وهو جوعان، وطلب من الويتر: ""أبغى واحد هامبرجر وواحد شيز برجر، لو سمحت"". وهو جالس ينتظر، جاه صديقه القديم وقعد معه على الطاولة وسولفوا. ضحكوا من قلوبهم واكلوا مع بعض وهم مستانسين، لأن الأكل يجمع الأصدقاء دايم. ",Saudi
" جاء أحمد إلى الاستوديو مبكرًا ليطور صور الفيلم. سأله المدير: ""كم تتقاضى لتطبيق صور الفيلم؟"" فأجاب أحمد بثقة: ""أتقاضى مائة دولار لكل ساعة عمل."" وافق المدير على الفور وأشاد بمهارة أحمد. "," أحمد جا للأستوديو بدري عشان يعدل صور الفيلم. المدير سأله: ""كم تأخذ عشان تعدل صور الفيلم؟"" أحمد رد بثقة: ""أخذ مية دولار لكل ساعة عمل."" المدير وافق على طول ومدح مهارة أحمد. ",Saudi
 كلا منا يريد أن يحاسب على وجبته. في يوم من الأيام، قررت مجموعة من الأصدقاء الذهاب إلى مطعم فاخر. بعد الانتهاء من تناول الطعام، أصر كل منهم على دفع الفاتورة. تطور الأمر إلى موقف محرج حيث تسابق الجميع لإخراج محافظهم. , كل واحد فينا يبغى يحاسب على وجبته. في يوم من الأيام، قررت مجموعة من الأصحاب يروحون مطعم فخم. بعد ما خلصوا من الأكل، كل واحد منهم أصر على دفع الحساب. وتحولت السالفة لموقف محرج وكلهم بدؤوا يتسابقون يطلعون محافظهم. ,Saudi
 استيقظ أحمد مبكراً ليدفع الفاتورة كما وعد. وجد الشوارع خالية والجو بارداً. دخل المحل وسلم النقود للبائع بابتسامة. شعر بالرضا لأنه أوفى بوعده. , أحمد قام بدري عشان يسدد الفاتورة زي ما وعد. لقى الشوارع فاضية والجو بارد. دخل المحل وقدم الفلوس للبائع وهو يبتسم. حس بالراحة لأنه وفى بوعده. ,Saudi
" كان أحمد ينوي الذهاب إلى السوق لشراء بعض الحاجيات. صادف في طريقه جاره محمد، فاقترح عليه محمد الذهاب معًا. وافق أحمد على الفكرة مبتسمًا، وقال ""إني ذاهب إلى هناك، أيضا. ما رأيك أن نأخذ سيارة أجرة معًا؟"". فتشاركا الرحلة وتبادلا الأحاديث الشيقة طوال الطريق. "," كان أحمد ناوي يروح السوق يشتري بعض الاغراض. في الطريق قابل جاره محمد، فعرض عليه محمد يروحون مع بعض. أحمد ابتسم ووافق، وقال ""أنا بعد رايح هناك. وش رايك نأخذ ليموزين سوا؟"". وراحوا مع بعض وتبادلوا السوالف طول الطريق. ",Saudi
" جاء خالد إلى منزل صديقه أحمد وتلقى ترحيبًا حارًا. ""تفضل كرسي وخذ راحتك. هل أتي لك بشيء لتشربه؟ قهوة، شاي أم صودا؟"" قال أحمد بابتسامة. اختار خالد قهوة فاخرة وجلسا يتحدثان عن ذكريات الطفولة. انتهى اليوم بشعور عميق من الصداقة والألفة. "," جاء خالد لبيت صديقه أحمد وتلقى ترحيب كبير. ""تفضل الكرسي وارتاح. تبغى أجيب لك شيء تشربه؟ قهوة، شاي ولا صودا؟"" قال أحمد وهو مبتسم. اختار خالد قهوة ممتازة وجلسوا يتسامرون عن أيام الطفولة. انتهى اليوم بشعور عظيم من الصداقة والمودة. ",Saudi
" في يوم مشمس، قال الطفل لوالدته: ""أنه شيء رائع منك أن تقولي ذلك"". فابتسمت الأم بحنان وعانقته بقوة. شعر الطفل بالسعادة والأمان في أحضان أمه. ومنذ ذلك اليوم، وعدا نفسيهما أن يشاركا مشاعرهما الإيجابية دائمًا. "," في يوم مشمس، الولد قال لأمه: ""إنه شيء رائع منك إنك تقولين كذا"". الأم ابتسمت بحنان وضمته قوي. الولد حس بالسعادة والأمان في حضن أمه. ومن ذاك اليوم، وعدوا بعض دوم يشاركون مشاعرهم الإيجابية. ",Saudi
 المكان كان على كرسي في البهو. وجدت سيدة حقيبة جلدية متروكة خلف الكرسي. نادت الحارس ليتحرى عن صاحب الحقيبة. بعد ساعات، جاء رجل مسرعاً يبحث عن حقيبته المفقودة وشكر الجميع على أمانتهم. , المكان كان على كرسي في البهو. وحدة امرأة لقت شنطة جلد متروكة ورا الكرسي. نادت على الحارس يسأل عن صاحب الشنطة. بعد ساعات، جاء رجل يركض يدور على شنطته الضايعة وشكر الكل على أمانتهم. ,Saudi
 في مطعم راقي، طلب أحمد طبق لحم بقري مشوي. وبينما هو ينتظر، شعر بعبق البهارات المنبعث من المطبخ. جاء النادل حاملاً الطبق المُعد بعناية، وعندما تذوق أحمد اللحم، أغمض عينيه مستمتعاً بالنكهة الرائعة. ترك أحمد بقشيشاً سخياً شاكراً الطاهي على مهارته الفائقة. , في مطعم فاخر، طلب أحمد طبق لحم بقر مشوي. وهو ينتظر، شم ريحة البهارات الطيبة اللي تجي من المطبخ. الجرسون جاب الطبق المعد بعناية، ويوم ذاق أحمد اللحم، غمض عيونه مستانس بالنكهة الزينة. أحمد ترك بقشيش وافر شاكرًا الشيف على مهارته الكبيرة. ,Saudi
" كان الجميع في البيت يستعدون لقدوم الضيوف. قامت الأم بطهي الأطباق الشهية والحلويات، بينما كان الأب يزين الصالون. سألت الجدة بفضول: ""ستكون المائدة جاهزة؟"" فأجاب الجميع بصوت واحد: ""نعم، ستكون جاهزة في الوقت المحدد"". "," الكل في البيت كان يستعد لوصول الضيوف. الأم سوت أطباق لذيذة وحلى، والأب كان يزين الصالة. الجدة سألت بفضول: ""بتكون المائدة جاهزة؟"" رد الجميع بصوت واحد: ""إيه، بتكون جاهزة في الوقت المطلوب"". ",Saudi
